CODI FARMACIA,NOM FARMACIA,CODI ABS,NOM ABS,CODI MUNICIPI,NOM MUNICIPI,CODI POSTAL,TIPUS VIA,NOM VIA,NUMERO VIA
F08671312,"SOLÀ GARCÍA, MARIA ROSA",251,TERRASSA E,08279,TERRASSA,08225,CR,VOLUNTARIS OLÍMPICS,87
F08671665,"SALA ALEGRE, EMILIA",250,TERRASSA D,08279,TERRASSA,08224,CR,DOCTOR SALVÀ,135
F08671859,"FÀBREGA CASADELLÀ, JORDI / GUARDIOLA ZAMORA,ALBERT",363,SANT QUIRZE DEL VALLÈS,08238,SANT QUIRZE DEL VALLÈS,08192,AV,EGARA,83
F08672034,"BONAMUSA OLIVA, LLUÍS",353,VILASSAR DE DALT,08214,VILASSAR DE DALT,08339,CR,MURILLO,8
F08673133,"FONT SANAHUJA, SALVADOR",316,VILANOVA I LA GELTRÚ 1,08307,VILANOVA I LA GELTRÚ,08800,CR,JARDÍ,65
F08698949,"PININ LAVIN, DELIA",315,VALL DEL TENES,08107,LLIÇÀ D'AMUNT,08186,CR,ANSELM CLAVÉ,139
F08698956,"HERNÁNDEZ GONZÁLEZ, PILAR",252,TERRASSA F,08279,TERRASSA,08226,CR,PERIODISTA GRANÉ,182
F08699357,"DOMINGO ALGUERÓ, M. TERESA",149,MARTORELL,08114,MARTORELL,08760,CR,DOCTOR LLUÍS GAYÀ,11-13
F08700676,"YAZBECK DIAB, HUSNI I.",156,MATARÓ 5,08121,MATARÓ,08303,RD,ROCA BLANCA,65-67
F08701856,"PÉREZ GARCÍA, JUAN CARLOS",312,SANT ADRIÀ DEL BESÒS 2,08194,SANT ADRIÀ DE BESÒS,08930,AV,LA CATALANA,125
F08703525,ANNA JANSANA PUERTA,249,TERRASSA C,08279,TERRASSA,08228,PS,Lola Anglada,18
F08711300,ZAYAS SANZA JOSE MARIA,367,PALLEJÀ,08157,PALLEJÀ,08780,CR,FRANCESC MACIÀ,6
F08712431,OLIVAS DOMENECH MARIA/ RIBAS MARCH MARC,093,CANET DE MAR,08040,CANET DE MAR,08360,PL,BUSQUETS,5
F08718232,"VIDAL MARTÏ, M. ROSA",360,MARTORELL RURAL,08091,GELIDA,08790,RD,PRESIDENT FRANCESC MACIÂ,28-30
F08720520,GABRIEL REX I MARTÍN,248,TERRASSA B,08279,TERRASSA,08227,AV,Madrid,268
F08720545,Laura Pons morales,285,GRANOLLERS 2 - NORD,08086,LES FRANQUESES DEL VALLÈS,08520,CR,Pont,16
F08722221,MIRATS MARSIÑACH MONTSERRAT,271,VILASSAR DE MAR,08219,VILASSAR DE MAR,08340,CR,Sant Jaume,27
F08722246,SORIA IZQUIERDO BELÉN,121,LA GARRIGA,08005,L'AMETLLA DEL VALLÈS,08480,CR,Pere Soler,18
F08722253,"SANCHO CEJAS, MARIA JOSE",365,CASTELLDEFELS-1,08056,CASTELLDEFELS,08860,AV,Constitució,206
F08723835,BOTET PIRÖ CARLES,369,CORBERA DE LLOBREGAT,08072,CORBERA DE LLOBREGAT,08757,PS,dels Arbres,6
F08723842,GONZÁLEZ AGUILAR MARIA ELENA,285,GRANOLLERS 2 - NORD,08086,LES FRANQUESES DEL VALLÈS,08520,PS,d'Andalusia,8
F08725078,CAELLES FRANCH Mª NIEVES,387,RIPOLLET-2,08180,RIPOLLET,08291,CR,Sant Josep,12-14
F08726032,CANAL MONEGAL ANNA,211,NAVARCLES - SANT FRUITÓS DE BAGES,08213,SANT FRUITÓS DE BAGES,08272,CR,JOAN XXXIII,20
F08726057,COLLS DESVILAR MARGARITA,164,MONTORNÈS / MONTMELÓ,08135,MONTMELÓ,08160,PS,CORTS CATALANES,10
F08727678,BERGA CULLERÉ CAROLINA,,,08301,VILADECANS,08840,CT,de Sant Climent,58
F08728488,M. MERCEDES TORNÉ FELIP,122,GAVÀ 1,08089,GAVÀ,08850,CR,Sant lluis,54
F08728777,Angel Lorente Yuste,335,SANT ANDREU DE LLAVANERES,08197,SANT ANDREU DE LLAVANERES,08392,CR,Pintors Masriera,14
F08729347,CARLOS ESPINA MATEOS,122,GAVÀ 1,08089,GAVÀ,08850,RB,Pompeu Fabra,180
F17000018,"BASSO ALCALDE, SOLEDAD",005,ANGLÈS,17007,AMER,17170,AV,SELVA,63
F17000025,"FRANCH SERRA, M. TERESA",005,ANGLÈS,17008,ANGLÈS,17160,CR,INDUSTRIA,41
F17000032,"NAVARRO MALDONADO,MA. ELENA",008,ARBÚCIES/SANT HILARI,17009,ARBÚCIES,17401,CR,CAMPRODON,22
F17000057,"FALGUERA SACREST, MA. LLUISA",114,L'ESCALA,17011,L'ARMENTERA,17472,PL,CATALUNYA,11
F17000064,"TORRES ARENY, SONIA",172,PALAFRUGELL,17013,BEGUR,17255,CR,ONZE DE SETEMBRE,3
F17000071,"ALSIUS SUÑER, ESTEVE",015,BANYOLES,17015,BANYOLES,17820,CR,GIRONA,7-9
F17000089,"MASGRAU D'AMETLLER, ALBERT/MASGRAU SIMO,ALBERT",015,BANYOLES,17015,BANYOLES,17820,CR,PORTA TURERS,8
F17000096,"BALLO BROTONS, NURIA",015,BANYOLES,17015,BANYOLES,17820,CR,ALFONS XII,70-72-74
F17000106,"OMEDES MASGRAU, JORDI",015,BANYOLES,17015,BANYOLES,17820,CR,MERCADAL,16
F17000113,"GRATACOS NOU, M. MERCE/NADAL GRATACOS, ALBERT.",083,BESALÚ,17019,BESALÚ,17850,CR,GANGANELL,44
F17000120,"SUREDA CASAMOR,MONTSERRAT/CARRERAS SUREDA,CARLA",085,BLANES,17023,BLANES,17300,PS,DE DINTRE,3
F17000138,"CREIXELL SUREDA,MARIA TERESA/ADELL CREIXELL,MARIA",085,BLANES,17023,BLANES,17300,CR,LA MURALLA,34
F17000145,OMS BASSOLS/ARIAS BUXEDA/OMS ARIAS,085,BLANES,17023,BLANES,17300,CR,NOU,8
F17000152,"PUIG MATEU, CARME DE",101,CELRÀ,17025,BORDILS,17462,CT,PALAMOS,92
F17000160,"FORNAGUERA BERNABEU, MARIONA",267,VILAFANT,17026,BORRASSÀ,17770,CR,FIGUERES,5
F17000177,"VENTURA NOGUERA, MONICA",330,BREDA - HOSTALRIC,17027,BREDA,17400,PS,ESCOLES,2
F17000184,"CASANOVAS ALTARRIBA, MARGARIDA",100,CASSÀ DE LA SELVA,17033,CALDES DE MALAVELLA,17455,CR,VALL-LLOBERA,17
F17000191,"PUIGREFAGUT SERRA, M. CINTA",173,PALAMÓS,17034,CALONGE I SANT ANTONI,17251,CR,RUTLLA,5
F17000201,"TARRADAS MANTE, F.XAVIER",080,BÀSCARA,17187,"SAUS, CAMALLERA I LLAMPAIES",17467,CR,LLUIS FABREGA,4
F17000219,"GONZALEZ RUIZ, ANNA",343,RIBES DE FRESER-CAMPDEVÀNOL,17036,CAMPDEVÀNOL,17530,CR,MAJOR,12
F17000226,"FARMÀCIA PUJOL SURIÑACH, MARTI",092,CAMPRODON,17039,CAMPRODON,17867,CR,VALENCIA,44
F17000233,"TARRES VILA, SUSANNA",346,SANT JOAN LES FONTS,17046,CASTELLFOLLIT DE LA ROCA,17856,CT,D'OLOT,5
F17000240,"FRIGOLA CARRERAS, PEDRO",100,CASSÀ DE LA SELVA,17044,CASSÀ DE LA SELVA,17244,CR,MAJOR,1
F17000258,"DOMINGO ROURA, AGUSTI",100,CASSÀ DE LA SELVA,17044,CASSÀ DE LA SELVA,17244,CR,DEL PONT,1
F17000265,"BURSET GMÜR, DAVID",189,ROSES,17047,CASTELLÓ D'EMPÚRIES,17486,AV,FAGES DE CLIMENT,87
F17000272,"DELLONDER NAVARRO, MERCE",101,CELRÀ,17049,CELRÀ,17460,CR,"AUMET, LOCAL 11 i 12",48-50
F17000280,"ISERN FINAZZI, MA. ANGELS",231,SARRIÀ DE TER,17050,CERVIÀ DE TER,17464,AV,CATALUNYA,46
F17000297,"VALCARCEL ROSELL, ELISA.",133,LA JONQUERA,17060,DARNIUS,17722,PL,DE L'HORTA,5
F17000307,"TORRENT FERRAN, ENRIC I TORRENT SANCHEZ, LAURA",119,FIGUERES,17066,FIGUERES,17600,CR,PUJADA DEL CASTELL,6
F17000314,"GENIS RIGALL, MARTA",119,FIGUERES,17066,FIGUERES,17600,CR,AMPLE,28
F17000321,"SARGATAL DEULOFEU, FRANCESC",119,FIGUERES,17066,FIGUERES,17600,CR,MONTURIOL,18
F17000339,"CULLELL RIERA, NURIA",119,FIGUERES,17066,FIGUERES,17600,PL,AJUNTAMENT,14
F17000346,"PERXAS SERAS, MA. ANGELS",119,FIGUERES,17066,FIGUERES,17600,CR,RAMBLA,36
F17000353,"MARTINEZ LLONCH, CARME",119,FIGUERES,17066,FIGUERES,17600,CR,SANT PAU,38
F17000360,"BONMATI PONT, MANEL/BONMATI JACAS, ELVIRA",119,FIGUERES,17066,FIGUERES,17600,CR,MESTRE FALLA,21
F17000378,"SOLER PORTELL, JOSEP",119,FIGUERES,17066,FIGUERES,17600,CR,NOU,22
F17000385,"GRAU MARIANI, OLGA",119,FIGUERES,17066,FIGUERES,17600,CR,SANT ANTONI,93
F17000392,"MANERA FABREGA, CATERINA",119,FIGUERES,17066,FIGUERES,17600,CR,JOAN MARAGALL,4
F17000402,"AUBERT SIQUES, ANNA",177,PERALADA,17077,GARRIGUELLA,17780,CR,GRAN,35
F17000410,"DE CIURANA GAY, M/CASELLAS DE CIURANA,A",126,GIRONA 3,17079,GIRONA,17003,CR,MIGDIA,54
F17000427,"CIURANA RIBAS,M.CONCEPCIO DE/AGUSTI DE CIURANA, XAVIER",124,GIRONA 1,17079,GIRONA,17002,RD,PARE CLARET,16
F17000434,"NOGUERA NIETO, TERESA",126,GIRONA 3,17079,GIRONA,17002,CR,CREU,18
F17000459,"PUIG ALEMAN, CARITAT",124,GIRONA 1,17079,GIRONA,17004,CR,CARME,17
F17000466,"PALAU MALLOL, SUSANA",124,GIRONA 1,17079,GIRONA,17001,PL,DEL MARQUES DE CAMPS,7
F17000473,"SIMON BONET, ASUNCION",124,GIRONA 1,17079,GIRONA,17004,PL,SANT FELIU,5
F17000480,"FRIGOLA CASTILLON,MONTSERRAT/QUINTANA FRIGOLA,MARIA",125,GIRONA 2,17079,GIRONA,17005,AV,SANT NARCIS,32
F17000498,ARPA CAMOS NURIA,125,GIRONA 2,17079,GIRONA,17006,CR,AGUDES,30-32
F17000508,"SAGUER NOGUERA, LLUIS",124,GIRONA 1,17079,GIRONA,17004,CR,ARGENTERIA,29
F17000515,"ALTARRIBA GARRIGA, OLGA",124,GIRONA 1,17079,GIRONA,17004,RB,LLIBERTAT,18
F17000522,"XIRGU BADIA, JOSEP MA",124,GIRONA 1,17079,GIRONA,17001,CR,DE SANTA CLARA,58
F17000530,"RIERA CARDELUS, ELISABET",124,GIRONA 1,17079,GIRONA,17001,PL,MARQUES DE CAMPS,19
F17000547,"PLANA ROGER, MA JOSEP",124,GIRONA 1,17079,GIRONA,17004,PL,CASTANYES,9
F17000554,"FOLCH RUBAU, OLGA",126,GIRONA 3,17079,GIRONA,17003,CR,JOAN ROCA PINET,S/N
F17000561,"TUSELL MASSACHS, MA. CARME/VILA TUSELL, XAVIER",330,BREDA - HOSTALRIC,17083,HOSTALRIC,17450,CR,MOSSEN CINTO VERDAGUER,29
F17000579,"PIERA DE CIURANA, RAMON/PIERA GOÑI,MARTI",084,LA BISBAL D'EMPORDÀ,17022,LA BISBAL D'EMPORDÀ,17100,CR,LES VOLTES,1
F17000586,"ESTEVAN LLAGARIA,NEUS/PUIGBERT ESTEVAN, NEUS",084,LA BISBAL D'EMPORDÀ,17022,LA BISBAL D'EMPORDÀ,17100,PL,JACINT VERDAGUER,1
F17000593,"CORTES SALES, ISABEL",084,LA BISBAL D'EMPORDÀ,17022,LA BISBAL D'EMPORDÀ,17100,CR,JAUME II,14
F17000603,"SOLES VILABRU, ANNA",114,L'ESCALA,17062,L'ESCALA,17130,AV,GIRONA,23-25
F17000610,"JORNET BONET, MARTA",005,ANGLÈS,17189,LA CELLERA DE TER,17165,CR,DR. CODINA,32
F17000628,"ESCUTIA CELDA, GUADALUPE",133,LA JONQUERA,17086,LA JONQUERA,17700,CR,MAJOR,87
F17000642,"SAURI MASGRAU, MAGDA",100,CASSÀ DE LA SELVA,17089,LLAGOSTERA,17240,CR,PAU CASALS,13
F17000650,"FIGA NOISEAU, JOAQUIM",134,LLANÇÀ,17092,LLANÇÀ,17490,CR,SALMERO,5
F17000667,"VÁZQUEZ RUIZ, LOURDES",142,LLORET DE MAR,17095,LLORET DE MAR,17310,CR,EMILI MARTINEZ PASSAPERA,9
F17000674,MARTINEZ PLANAS/MARTINEZ SURIS,142,LLORET DE MAR,17095,LLORET DE MAR,17310,CR,SANT PERE,6
F17000681,"MASO GALLEGO, JOSEP M.",347,VALL D'EN BAS,17133,LES PLANES D'HOSTOLES,17172,AV,NARCIS ARNAU,49
F17000699,"BONMATI CASTELLA, PILAR/ESTEVE BONMATI, PAU",171,OLOT,17114,OLOT,17800,AV,REIS CATOLICS,15
F17000709,"COROMINAS FAJA, BRUNA",171,OLOT,17114,OLOT,17800,CR,SANT ESTEVE,17
F17000716,"FAJULA ROURA, JOAN",171,OLOT,17114,OLOT,17800,PL,CONILL,3
F17000723,"PUIGVERT SIMON, MIQUEL",171,OLOT,17114,OLOT,17800,PL,MAJOR,1
F17000730,"JURADO CARDELUS, EULALIA/JURADO CARDELUS,CARMINA",171,OLOT,17114,OLOT,17800,PS,BARCELONA,4
F17000748,"VAIYREDA CASADEVALL, MARIA ISABEL/RALITA VAYREDA, SILVIA",171,OLOT,17114,OLOT,17800,CR,SANT RAFEL,28
F17000755,"MARTÍ PANÉ, MONTSERRAT.",172,PALAFRUGELL,17117,PALAFRUGELL,17200,CR,CAVALLERS,46
F17000762,"DORCA GARCÍA, M. LLUÏSA",172,PALAFRUGELL,17117,PALAFRUGELL,17200,CR,CAVALLERS,38
F17000770,"SUÑER CARBO,JOAQUIM/SUÑE CARBO,JULIA",172,PALAFRUGELL,17117,PALAFRUGELL,17200,PL,DE L'ESGLESIA,9
F17000787,"ROURA CASELLAS, MERITXELL",172,PALAFRUGELL,17117,PALAFRUGELL,17200,CR,"BARRIS I BUIXO, LOCAL B",27
F17000794,"MATAMALA JOAN, MA. JOSEP",173,PALAMÓS,17118,PALAMÓS,17230,CR,MAJOR,39
F17000804,"BAVIERA BAVIERA, JOSEP",173,PALAMÓS,17118,PALAMÓS,17230,CR,MAJOR,1
F17000811,"LUCAS FALGUERA, CRISTINA",172,PALAFRUGELL,17124,PALS,17256,CR,ENGINYER ALGARRA,24
F17000829,"IÑARRA IBORRA, ÚRSULA",177,PERALADA,17132,PERALADA,17491,AV,CONSTITUCIÓ,1
F17000836,"LLANTA NONELL, MA. MERCE",134,LLANÇÀ,17138,PORTBOU,17497,CR,MAR,8
F17000843,"MUNTANE BARTRA, JOAN",103,LA CERDANYA,17141,PUIGCERDÀ,17520,CR,ESCOLES PIES,8
F17000850,"BALLESTER CASINO, VICENTE MANUEL",103,LA CERDANYA,17141,PUIGCERDÀ,17520,CR,ALFONS I,16
F17000868,"RAMIS FOSSAS, JOAQUIM",343,RIBES DE FRESER-CAMPDEVÀNOL,17145,RIBES DE FRESER,17534,CR,MAJOR,24
F17000875,"CABALLERIA ALAMARCHA, NURIA",187,RIPOLL-SANT JOAN DE LES ABADESSES,17147,RIPOLL,17500,CR,PIRINEUS,5
F17000882,"PRUJA MACH, MARIA DOLORS",187,RIPOLL-SANT JOAN DE LES ABADESSES,17147,RIPOLL,17500,PL,SANT EUDALD,2
F17000890,"RIU AYATS, M. DOLORS",187,RIPOLL-SANT JOAN DE LES ABADESSES,17147,RIPOLL,17500,PL,GRAN,24
F17000900,"PUIG MASO, MONTSERRAT",234,SILS/VIDRERES/MAÇANET DE LA SELVA,17148,RIUDARENES,17421,CT,SANTA COLOMA,34
F17000917,"TARGA BALLESTA, XAVIER.",189,ROSES,17152,ROSES,17480,CR,DR. PI I SUNYER,5
F17000931,"AGUER GIMBERNAT, ROSA",199,SALT,17155,SALT,17190,CR,MAJOR,269
F17000949,"MIGUELEZ MORAN, ANDRES M.",199,SALT,17155,SALT,17190,CR,MAJOR,20
F17000956,"BECH GIBERT, NÚRIA",177,PERALADA,17158,SANT CLIMENT SESCEBES,17751,CR,ESPOLLA,20
F17000963,"COROMINAS SACREST, MARC",347,VALL D'EN BAS,17207,LA VALL D'EN BAS,17176,CR,D'OLOT,13
F17000970,"VALLS ARARA, JOAQUIM",208,SANT FELIU DE GUÍXOLS,17160,SANT FELIU DE GUÍXOLS,17220,CR,JOAN MARAGALL,10
F17000988,"VALLS GIRONES, ANDREU",208,SANT FELIU DE GUÍXOLS,17160,SANT FELIU DE GUÍXOLS,17220,CR,MAJOR,33
F17000995,"PEÑA VILA, FRANCESC DE LA",208,SANT FELIU DE GUÍXOLS,17160,SANT FELIU DE GUÍXOLS,17220,CR,ANSELM CLAVE,8
F17001004,"SALLES MARTI, EMILIA",208,SANT FELIU DE GUÍXOLS,17160,SANT FELIU DE GUÍXOLS,17220,CR,DEL MALL,2-6
F17001011,"BROTO SOUCHEIRON, JOSE RAMON",008,ARBÚCIES/SANT HILARI,17164,SANT HILARI SACALM,17403,CR,DR. RAVENTOS,1
F17001029,"SUNYER CREIXANS, MA ROSA",187,RIPOLL-SANT JOAN DE LES ABADESSES,17167,SANT JOAN DE LES ABADESSES,17860,CR,PERE ROVIRA,14
F17001036,"ARUMI PRAT, MONTSERRAT",346,SANT JOAN LES FONTS,17185,SANT JOAN LES FONTS,17857,CT,D'OLOT,47
F17001043,"POCH SABATER, JOSEP MARIA",114,L'ESCALA,17178,SANT PERE PESCADOR,17470,CR,MAR,25
F17001050,"ESTUDIS PONT, PERE",231,SARRIÀ DE TER,17186,SARRIÀ DE TER,17840,CR,MAJOR,56
F17001068,"AMIEL COMALADA, MA DOLORS",221,SANTA COLOMA DE FARNERS,17180,SANTA COLOMA DE FARNERS,17430,CR,PARE RODES,50
F17001075,"PAULI VIÑAS, MA DOLORS",221,SANTA COLOMA DE FARNERS,17180,SANTA COLOMA DE FARNERS,17430,CR,HOSPITAL,4
F17001082,"CARDELUS ARANDA, ESTEVE/CARDELUS FALGUERA, JORDI",125,GIRONA 2,17079,GIRONA,17005,CR,SANTA EUGENIA,98
F17001090,"GUIXERAS MAGRET,CARME",083,BESALÚ,17200,TORTELLÀ,17853,PL,DEL MERCAT,5
F17001100,"BANCELLS JUNCA, NURIA",258,TORROELLA DE MONTGRÍ,17199,TORROELLA DE MONTGRÍ,17257,CR,HOSPITAL,48
F17001117,"FUNTANÉ MASÓ, MARC",258,TORROELLA DE MONTGRÍ,17199,TORROELLA DE MONTGRÍ,17257,CR,MAJOR,53-55
F17001124,"ARBUSSE PERACAULA, ALFONS",142,LLORET DE MAR,17202,TOSSA DE MAR,17320,CR,SANT ELM,19-21
F17001131,"VILABRU GELI, JOSEP",258,TORROELLA DE MONTGRÍ,17211,VERGES,17142,CR,MAJOR,4
F17001149,"MORE FABREGAS, M ASSUMPTA",234,SILS/VIDRERES/MAÇANET DE LA SELVA,17213,VIDRERES,17411,CR,CATALUNYA,48
F17001156,"ROYO CARRERAS, MA CRISTINA",238,SANTA EUGÈNIA DE BERGA,17220,VILADRAU,17406,PL,MAJOR,1
F17001163,PUIGVERT PASTELLS/PUIGVERT SOLA,221,SANTA COLOMA DE FARNERS,17233,VILOBÍ D'ONYAR,17185,CR,ONYAR,2
F17001170,"ARRIZABALAGA NIETO, ADRIAN",199,SALT,17020,BESCANÓ,17162,CR,MAJOR,68
F17001188,"ALTIMIR ECHAZARRETA, PATRICIA",234,SILS/VIDRERES/MAÇANET DE LA SELVA,17193,SILS,17410,CT,SANTA COLOMA,2-4
F17001195,"GRATACOS PAGES, LAURA",347,VALL D'EN BAS,17161,SANT FELIU DE PALLEROLS,17174,CR,HORTA,5
F17001205,"GAIRIN DEULOFEU, OLGA",125,GIRONA 2,17079,GIRONA,17005,CR,SANTA EUGENIA,46
F17001212,"VILCHEZ RUIZ-GIMENEZ, ANA",208,SANT FELIU DE GUÍXOLS,17048,CASTELL-PLATJA D'ARO,17249,AV,CASTELL D'ARO,14
F17001220,"ARAU VALERI, ANNA",171,OLOT,17114,OLOT,17800,PL,MONTOLIVET,4
F17001237,"BUSQUET VILA, MA. CARME",015,BANYOLES,17056,CORNELLÀ DEL TERRI,17844,AV,GIRONA,8-10
F17001244,"CONEJERO LOBOS,CARLES/CONEJERO ENSESA,MARCEL",125,GIRONA 2,17079,GIRONA,17005,AV,SANT NARCIS,69-71
F17001251,"CORRETGER BOBIS, ELISA",127,GIRONA 4,17079,GIRONA,17007,RB,XAVIER CUGAT,34
F17001269,"MONTANYA DOU, MARC",171,OLOT,17114,OLOT,17800,AV,SANTA COLOMA,1
F17001276,MASSANEDA FONTANELLA/MASSANEDA CLARES,173,PALAMÓS,17118,PALAMÓS,17230,AV,LLIBERTAT,99
F17001283,"SALA MORELL, M. ROSA",134,LLANÇÀ,17140,EL PORT DE LA SELVA,17489,CR,MAR,8
F17001290,"PUJOL BRUGUES, ALBA",124,GIRONA 1,17079,GIRONA,17007,RD,PEDRET,11-13
F17001300,"MORADELL LLOBET, EVA",189,ROSES,17032,CADAQUÉS,17488,CR,FREDERIC RAHOLA,9
F17001318,"PUJOL PLA, NARCIS",085,BLANES,17023,BLANES,17300,PL,VERGE DEL VILAR,6
F17001325,"COSTA JUSCAFRESA, NEUS",173,PALAMÓS,17034,CALONGE I SANT ANTONI,17251,AV,CATALUNYA,116
F17001332,"PAGES BISBA, MONTSERRAT",101,CELRÀ,17067,FLAÇÀ,17463,PL,ESTACIO DEL CARRILET,7
F17001340,"MANUEL-RIMBAU MUÑOZ, ALBERT",126,GIRONA 3,17079,GIRONA,17004,CR,CARME,191
F17001357,"JUBERO CAPDEFERRO, ANNA",199,SALT,17155,SALT,17190,CR,MAJOR,157
F17001364,"CASTELLÓ HORS, ÀLVAR",189,ROSES,17152,ROSES,17480,RD,MIQUEL OLIVA PRAT,4-6
F17001371,"RISPAU BAONE, MIQUEL",171,OLOT,17114,OLOT,17800,AV,SANT JOAN DE LES ABADESSES,6
F17001389,"PAGES ALSINA, GISELÂ·LA",080,BÀSCARA,17016,BÀSCARA,17483,AV,ALT EMPORDA,28
F17001396,"RODEJA ROCA, ADELA",119,FIGUERES,17066,FIGUERES,17600,CR,VILALLONGA,19
F17001406,"FUENTES FAIG, M LOURDES",208,SANT FELIU DE GUÍXOLS,17181,SANTA CRISTINA D'ARO,17246,CR,LA TEULERA,29-31
F17001413,"MASSAGUER TABERNER, EDUARD",114,L'ESCALA,17062,L'ESCALA,17130,CR,PORT,28
F17001420,"ADAM ARBOIX, DELFINA",171,OLOT,17114,OLOT,17800,AV,GIRONA,79
F17001438,"CLARES VIGO, VICTORIA",173,PALAMÓS,17118,PALAMÓS,17230,AV,PRESIDENT MACIA,62
F17001445,"ALSIUS SUÑER, ROSA",015,BANYOLES,17015,BANYOLES,17820,AV,PAÏ?SOS CATALANS,171
F17001452,"SANCHEZ BALLESTER, NURIA",258,TORROELLA DE MONTGRÍ,17199,TORROELLA DE MONTGRÍ,17257,CR,SANTA ANNA,62
F17001460,"BOADA ORDIS, MARTA",126,GIRONA 3,17079,GIRONA,17004,LL,VILARROJA,177
F17001477,"SALA CALSINA, MONTSERRAT",208,SANT FELIU DE GUÍXOLS,17048,CASTELL-PLATJA D'ARO,17249,AV,COSTA BRAVA,2
F17001484,"VALLS BOSCH, MA.ROSA",119,FIGUERES,17066,FIGUERES,17600,CR,GONZALEZ DE SOTO,71
F17001491,"MONGUIO SALORT, M. SALOME",208,SANT FELIU DE GUÍXOLS,17160,SANT FELIU DE GUÍXOLS,17220,CR,RUFO,27
F17001501,"RIERA MASGRAU, LLUIS",234,SILS/VIDRERES/MAÇANET DE LA SELVA,17103,MAÇANET DE LA SELVA,17412,PS,DE L'ESGLESIA,16
F17001519,"MONT BORRELL, MIREIA/ BORRELL BOUSIGUE, MARIA",124,GIRONA 1,17079,GIRONA,17004,CR,CARME,127
F17001526,"PLA CAMA, LLUIS",126,GIRONA 3,17079,GIRONA,17002,CR,JOAN MARAGALL,36
F17001533,"FOLCH CAMPS, FRANCESC",124,GIRONA 1,17079,GIRONA,17002,GV,JAUME I,61
F17001540,SABRIA MESTRAS/TRISAN SABRIA,125,GIRONA 2,17079,GIRONA,17006,CR,SANTA EUGENIA,163
F17001558,"PERACAULA DE GARRIGA, MARIA MERCE",124,GIRONA 1,17079,GIRONA,17001,CR,CATERINA ALBERT,5
F17001565,"MIRALLES JIMENEZ, XAVIER",124,GIRONA 1,17079,GIRONA,17001,RD,FERRAN PUIG,30
F17001572,"SIMON BOMBI, AGUSTI",126,GIRONA 3,17079,GIRONA,17002,CR,CREU,42
F17001580,"VILA SURRIBAS, RAFAEL",126,GIRONA 3,17079,GIRONA,17002,CR,FRANCESC CIURANA,25
F17001597,"MALLOLAS JIMÉNEZ, JUDITH.",119,FIGUERES,17066,FIGUERES,17600,CR,AVINYONET,26
F17001607,"PERPINYA GOMBAU, MAGDALENA",142,LLORET DE MAR,17095,LLORET DE MAR,17310,CR,JOAN BAPTISTA LAMBERT,34
F17001614,"CABAÑAS SALAMERO, MARIA",142,LLORET DE MAR,17095,LLORET DE MAR,17310,CR,JUST MARLES,66
F17001621,"REY HARGUINDEY, M. RITA",119,FIGUERES,17066,FIGUERES,17600,CR,PUJADAS,20
F17001639,"VICENTE ROCA, SILVIA DE",119,FIGUERES,17066,FIGUERES,17600,CR,ENRIC SANS,2
F17001646,"FELIU RUIZ, JOAN",125,GIRONA 2,17079,GIRONA,17006,CR,CAMPCARDÓS,37-39
F17001653,"ALABAU CALVET,CHANTAL/CASAS BIGORRA,FRANCESC/LOPEZ LORENZO,MONICA",125,GIRONA 2,17079,GIRONA,17006,CR,SANT SEBASTIA,36
F17001660,"CENDRA COLOMER, LLUIS",114,L'ESCALA,17062,L'ESCALA,17130,CR,AVE MARIA,3-5
F17001678,"CORRETGER RUHI,SUSANNA",126,GIRONA 3,17079,GIRONA,17003,PJ,CREU DE PALAU,5
F17001685,"RIGALL CARRE, CARME",119,FIGUERES,17066,FIGUERES,17600,AV,MARIGNANE,26-28
F17001692,"BOLADERAS SUAREZ,ELISA/FIGUERAS MONER,FRANCESCA",125,GIRONA 2,17079,GIRONA,17005,PS,OLOT,22
F17001702,"ADELL CREIXELL, MARIA TERESA",085,BLANES,17023,BLANES,17300,CR,ANSELM CLAVE,84
F17001710,"BARTRINA NOGUE, MARIA DOLORS/VIVES ROIG, NURIA",085,BLANES,17023,BLANES,17300,AV,JOAN CARLES I,4
F17001727,"BONMATI CASTELLA, ADELA",005,ANGLÈS,17008,ANGLÈS,17160,CR,LA VERNEDA,57
F17001734,"CANAL BELLVEHI, MARC",126,GIRONA 3,17079,GIRONA,17003,CR,MARQUES DE CALDES DE MONTBUI,57
F17001741,"CABAÑAS RODRIGUEZ, CRISTINA",142,LLORET DE MAR,17095,LLORET DE MAR,17310,AV,AMERICA,27
F17001759,"TALLADA MATEU, ELVIRA",142,LLORET DE MAR,17095,LLORET DE MAR,17310,AV,CATALUNYA,6
F17001766,"FELIU BASSOLS, ANGELS I CARME",171,OLOT,17114,OLOT,17800,CT,SANTA PAU,10-12
F17001773,"POU JUANOLA, SANTIAGO.",172,PALAFRUGELL,17117,PALAFRUGELL,17200,CR,PIRROIG,23
F17001780,"DOMENECH GURT, JORDI",119,FIGUERES,17066,FIGUERES,17600,CT,DE ROSES,21
F17001798,"COMAS IZQUIERDO, CARLES",084,LA BISBAL D'EMPORDÀ,17057,CORÇÀ,17121,AV,COSTA BRAVA,2
