"","codi_farmacia","nom_farmacia","codi_abs","nom_abs","codi_municipi","nom_municipi","codi_postal","tipus_via.x","nom_via","num_via","idequipament","alies","nom","categoria","tipus_via.y","via","sufix_via","num","cpostal","poblacio","comarca","telefon1","telefon2","fax","utmx","utmy","longitud","latitud","email","web","data_modificacio","propietats","localitzacio"
"757","F25007006","Biosca Carulla, Ramon",245,"TÀRREGA",25217,"TÀRREGA",25300,"CR","CARME","30",3624163,"Farmàcia Biosca Carulla, Ramon","Farmàcia Biosca Carulla, Ramon","Salut|Farmàcies||",""," CR CARMEN, 28",NA,NA,25300,"Tàrrega","Urgell",973310186,NA,NA,345101.214,4612297.809,1.139912571,41.647381363,NA,NA,"2020-03-18T07:57:58.000Z",NA,"POINT (1.1399126 41.64738)"
"758","F25007221","Foix Mas, Maria",88,"CALAF",25223,"TORÀ",25750,"CR","DEL PATI","5",3624165,"Farmàcia Foix Mas, Maria","Farmàcia Foix Mas, Maria","Salut|Farmàcies||",""," PL DEL PATI, 05",NA,NA,25750,"Torà","Segarra",973473220,NA,NA,367398.877,4630091.684,1.403601315,41.811611003,NA,NA,"2020-03-18T07:57:15.000Z",NA,"POINT (1.4036013 41.81161)"
"759","F25007447","Enjuanes Brualla, Montserrat",259,"TREMP",25234,"TREMP",25620,"CR","PERESALL","12",3624167,"Farmàcia Enjuanes Brualla, Montserrat","Farmàcia Enjuanes Brualla, Montserrat","Salut|Farmàcies||",""," CR PERESALL, 55",NA,NA,25620,"Tremp","Pallars Jussà",973650138,NA,NA,326203.498,4670434.99,0.89599995,42.16676621,NA,NA,"2020-03-18T07:57:11.000Z",NA,"POINT (0.89599997 42.166767)"
"760","F25007704","Pala Ariño, Dolors",7,"ARAN",25243,"VIELHA E MIJARAN",25530,"CR","SENTIN","2",3624169,"Farmàcia Pala Ariño, Dolors","Farmàcia Pala Ariño, Dolors","Salut|Farmàcies||",""," CR SENTIN, 2",NA,NA,25530,"Vielha e Mijaran","Val d'Aran",973642585,NA,NA,319319.688,4730166.091,0.793940072,42.702749281,NA,NA,"2020-03-18T07:57:09.000Z",NA,"POINT (0.79394007 42.70275)"
"761","F25007817","Trull Borras, Joan",161,"PLA D'URGELL",25248,"VILANOVA DE BELLPUIG",25264,"CR","MAJOR","71",3624170,"Farmàcia Trull Borras, Joan","Farmàcia Trull Borras, Joan","Salut|Farmàcies||",""," CR MAJOR, 71",NA,NA,25264,"Vilanova de Bellpuig","Pla d'Urgell",973321136,NA,NA,330448.638,4608896.332,0.965024301,41.613781493,NA,NA,"2020-03-18T07:58:04.000Z",NA,"POINT (0.9650243 41.61378)"
"762","F25008257","Voltas Trullols, Vicenta",135,"LLEIDA 1 CENTRE HISTÒRIC-RAMBLA FERRAN",25120,"LLEIDA",25007,"CR","CARMEN","23",3624174,"Farmàcia Voltas Trullols, Vicenta","Farmàcia Voltas Trullols, Vicenta","Salut|Farmàcies||",""," CR DEL CARME, 23",NA,NA,25007,"Lleida","Segrià",973247141,NA,NA,302477.305,4610078.928,0.629175969,41.617993816,NA,NA,"2020-03-18T07:58:01.000Z",NA,"POINT (0.62917596 41.617992)"
"763","F25009109","Freixenet Tresanchez, Jordi Miquel",379,"LLEIDA 7 ONZE DE SETEMBRE",25120,"LLEIDA",25008,"CR","MOSSEN REIG","14-16",3624182,"Farmàcia Freixenet Tresanchez, Jordi Miquel","Farmàcia Freixenet Tresanchez, Jordi Miquel","Salut|Farmàcies||",""," CR MOSSÈN REIG, 14-16",NA,NA,25008,"Lleida","Segrià",973242163,NA,NA,301950.286,4610763.633,0.622629064,41.624025221,NA,NA,"2020-03-18T07:58:01.000Z",NA,"POINT (0.62262905 41.624023)"
"764","F25009324","Saez Pons, Guillem",139,"LLEIDA 5 CAPPONT",25120,"LLEIDA",25001,"CR","DOCTOR TRUETA","12",3624184,"Farmàcia Saez Pons, Guillem","Farmàcia Saez Pons, Guillem","Salut|Farmàcies||",""," CR DOCTOR JOSEP TRUETA I RASPALL, 00012",NA,NA,25001,"Lleida","Segrià",973242035,NA,NA,302993.653,4609295.192,0.635626241,41.611068132,NA,NA,"2020-03-18T07:58:01.000Z",NA,"POINT (0.63562626 41.61107)"
"765","F25009652","Garros Iglesias, Esther",135,"LLEIDA 1 CENTRE HISTÒRIC-RAMBLA FERRAN",25120,"LLEIDA",25004,"AV","PRAT DE LA RIBA","53",3624187,"Farmàcia Garros Iglesias, Esther","Farmàcia Garros Iglesias, Esther","Salut|Farmàcies||",""," AV ENRIC PRAT DE LA RIBA, 00053",NA,NA,25004,"Lleida","Segrià",973232112,NA,NA,302111.911,4610473.782,0.624663384,41.621456809,NA,NA,"2020-03-18T07:58:01.000Z",NA,"POINT (0.6246634 41.621456)"
"766","F25010249","Salafranca Surribas, Anna",136,"LLEIDA 2 PRIMER DE MAIG",25120,"LLEIDA",25003,"CR","DE LLUIS COMPANYS","12",3624193,"Farmàcia Salafranca Surribas, Anna","Farmàcia Salafranca Surribas, Anna","Salut|Farmàcies||",""," CR PRESIDENT LLUÍS COMPANYS, 12",NA,NA,25003,"Lleida","Segrià",973268391,NA,NA,301501.542,4609452.864,0.617681261,41.612117507,NA,NA,"2020-03-18T07:58:01.000Z",NA,"POINT (0.61768126 41.612118)"
"767","F25010351","Razquin Carulla, Anna M.",137,"LLEIDA 3 EIXAMPLE",25120,"LLEIDA",25004,"CR","SANT MARTI","39",3624194,"Farmàcia Razquin Carulla, Anna M.","Farmàcia Razquin Carulla, Anna M.","Salut|Farmàcies||",""," CR SANT MARTI, 00039",NA,NA,25004,"Lleida","Segrià",973231766,NA,NA,301838.951,4610152.145,0.621496059,41.618494504,NA,NA,"2020-03-18T07:58:01.000Z",NA,"POINT (0.6214961 41.618496)"
"768","F25010619","Badia Clavera, Merce",135,"LLEIDA 1 CENTRE HISTÒRIC-RAMBLA FERRAN",25120,"LLEIDA",25004,"AV","PRAT DE LA RIBA","91",3624197,"Farmàcia Badia Clavera, Merce","Farmàcia Badia Clavera, Merce","Salut|Farmàcies||",""," AV ENRIC PRAT DE LA RIBA, 00091",NA,NA,25004,"Lleida","Segrià",973232917,NA,NA,302399.017,4610623.696,0.628057326,41.622877098,NA,NA,"2020-03-18T07:58:01.000Z",NA,"POINT (0.6280573 41.622875)"
"769","F25011203","Turmo Bendicho, Maria",137,"LLEIDA 3 EIXAMPLE",25120,"LLEIDA",25004,"AV","PRAT DE LA RIBA","30",3624297,"Farmàcia Turmo Bendicho, Maria","Farmàcia Turmo Bendicho, Maria","Salut|Farmàcies||",""," AV ENRIC PRAT DE LA RIBA, 30",NA,NA,25004,"Lleida","Segrià",973233327,NA,NA,301847.775,4610300.926,0.621552659,41.61983565,NA,NA,"2020-03-18T07:58:01.000Z",NA,"POINT (0.62155265 41.619835)"
"770","F25011316","Roca Turull, Leonor",136,"LLEIDA 2 PRIMER DE MAIG",25120,"LLEIDA",25003,"CR","MARIOLA","37",3624298,"Farmàcia Roca Turull, Leonor","Farmàcia Roca Turull, Leonor","Salut|Farmàcies||",""," CR MARIOLA, 39",NA,NA,25003,"Lleida","Segrià",973262639,NA,NA,301007.686,4609486.881,0.611747798,41.612300698,NA,NA,"2020-03-18T07:58:01.000Z",NA,"POINT (0.6117478 41.6123)"
"771","F25012126","Vendrell Roc, Carol",334,"ALMACELLES",25019,"ALMACELLES",25100,"CR","MAJOR","74",3624306,"Farmàcia Vendrell Roc, Carol","Farmàcia Vendrell Roc, Carol","Salut|Farmàcies||",""," CR MAJOR, 74",NA,NA,25100,"Almacelles","Segrià",973740268,NA,NA,287084.015,4622841.648,0.44003497,41.728877823,NA,NA,"2020-03-18T07:58:02.000Z",NA,"POINT (0.44003496 41.728878)"
"772","F25012341","Bonet Porqueras, Isabel",2,"ALCARRÀS",25210,"SOSES",25181,"CR","SINDICAT","36",3624308,"Farmàcia Bonet Porqueras, Isabel","Farmàcia Bonet Porqueras, Isabel","Salut|Farmàcies||",""," CR SINDICAT, 36",NA,NA,25181,"Soses","Segrià",973107484,NA,NA,290453.607,4601026.908,0.488147712,41.533471995,NA,NA,"2020-03-18T07:57:59.000Z",NA,"POINT (0.4881477 41.53347)"
"773","F25012711","Casas Pons, Dolors",236,"EL SOLSONÈS",25193,"SANT LLORENÇ DE MORUNYS",25282,"CT","BERGA","23 BIS",3624312,"Farmàcia Casas Pons, Dolors","Farmàcia Casas Pons, Dolors","Salut|Farmàcies||",""," CT DE BERGA, 23",NA,NA,25282,"Sant Llorenç de Morunys","Solsonès",973492279,NA,NA,383598.468,4665888.602,1.591484346,42.136470808,NA,NA,"2020-03-18T07:57:15.000Z",NA,"POINT (1.5914843 42.13647)"
"774","F25012824","Sabanes Abellana, J. Ramon",86,"LES BORGES BLANQUES",25255,"VINAIXA",25440,"CT","DE TARRAGONA","6",3624313,"Farmàcia Sabanes Abellana, J. Ramon","Farmàcia Sabanes Abellana, J. Ramon","Salut|Farmàcies||",""," CT DE TARRAGONA, 6",NA,NA,25440,"Vinaixa","Garrigues",973175361,NA,NA,330885.296,4588234.261,0.976067855,41.42787883,NA,NA,"2020-03-18T07:58:06.000Z",NA,"POINT (0.97606784 41.42788)"
"775","F25013264","Farras Minguell, Miquel",245,"TÀRREGA",25242,"VERDÚ",25340,"PS","RAMON TOMAS PELLISSO","3",3624317,"Farmàcia Farras Minguell, Miquel","Farmàcia Farras Minguell, Miquel","Salut|Farmàcies||",""," CR TOMAS PELLISSO, 3",NA,NA,25340,"Verdú","Urgell",973347047,NA,NA,345166.642,4608212.028,1.14175477,41.61061182,NA,NA,"2020-03-18T07:57:58.000Z",NA,"POINT (1.1417547 41.61061)"
"776","F25013306","Borrego Vicente, M. Pilar",141,"LLEIDA RURAL 1-NORD",25078,"CORBINS",25137,"CR","DE LA CREU","4",3624318,"Farmàcia Borrego Vicente, M. Pilar","Farmàcia Borrego Vicente, M. Pilar","Salut|Farmàcies||",""," CR DE LA CREU, 4",NA,NA,25137,"Corbins","Segrià",973190255,NA,NA,308268.744,4618084.629,0.696067039,41.691456737,NA,NA,"2020-03-18T07:58:02.000Z",NA,"POINT (0.69606704 41.691456)"
"777","F25013634","Tosquella Angrill, M. Dolors",106,"CERVERA",25194,"SANT RAMON",25215,"AV","SANT RAMON","57",3624321,"Farmàcia Tosquella Angrill, M. Dolors","Farmàcia Tosquella Angrill, M. Dolors","Salut|Farmàcies||",""," CR MAJOR, 57",NA,NA,25215,"Sant Ramon","Segarra",973524092,NA,NA,363982.574,4620656.906,1.364647384,41.72608753,NA,NA,"2020-03-18T07:58:03.000Z",NA,"POINT (1.3646474 41.726086)"
"778","F25013747","Labraña Salas, Josep",161,"PLA D'URGELL",25099,"GOLMÉS",25241,"CR","CARRETERA VELLA","20",3624322,"Farmàcia Labraña Salas, Josep","Farmàcia Labraña Salas, Josep","Salut|Farmàcies||",""," CR CARRETERA, 20",NA,NA,25241,"Golmés","Pla d'Urgell",973602009,NA,NA,327800.185,4610976.011,0.932658903,41.631934543,NA,NA,"2020-03-18T07:58:04.000Z",NA,"POINT (0.9326589 41.631935)"
"779","F25013962","Oliva Gistau, Montserrat",232,"SERÒS",25102,"LA GRANJA D'ESCARP",25185,"AV","LLEIDA","10",3624324,"Farmàcia Oliva Gistau, Montserrat","Farmàcia Oliva Gistau, Montserrat","Salut|Farmàcies||",""," AV  LLEIDA, 10",NA,NA,25185,"Granja d'Escarp, la","Segrià",973780296,NA,NA,278728.721,4588752.93,0.3522427,41.419878113,NA,NA,"2020-03-18T07:58:02.000Z",NA,"POINT (0.3522427 41.41988)"
"780","F25014116","Casañas Torres, Olga",161,"PLA D'URGELL",25137,"MOLLERUSSA",25230,"AV","CANAL","9",3624326,"Farmàcia Casañas Torres, Olga","Farmàcia Casañas Torres, Olga","Salut|Farmàcies||",""," AV DEL CANAL, 6",NA,NA,25230,"Mollerussa","Pla d'Urgell",973602365,NA,NA,324676.564,4610406.177,0.895349369,41.626124993,NA,NA,"2020-03-18T07:58:04.000Z",NA,"POINT (0.8953494 41.626125)"
"781","F25014229","Valiente Bautista, Miguel",86,"LES BORGES BLANQUES",25067,"CASTELLDANS",25154,"PL","CATALUNYA","8",3624327,"Farmàcia Valiente Bautista, Miguel","Farmàcia Valiente Bautista, Miguel","Salut|Farmàcies||",""," PL CATALUNYA, 8",NA,NA,25154,"Castelldans","Garrigues",973120223,NA,NA,313499.066,4596414.7,0.765610136,41.497660742,NA,NA,"2020-03-18T07:58:07.000Z",NA,"POINT (0.76561016 41.49766)"
"782","F25014557","Borras Bonete, Montserrat",14,"BALAGUER",25134,"MENÀRGUENS",25139,"CR","MAJOR","36",3624330,"Farmàcia Borras Bonete, Montserrat","Farmàcia Borras Bonete, Montserrat","Salut|Farmàcies||",""," CR MAJOR, 36",NA,NA,25139,"Menàrguens","Noguera",973180519,NA,NA,312410.511,4622268.549,0.744482337,41.730099307,NA,NA,"2020-03-18T07:58:05.000Z",NA,"POINT (0.74448234 41.7301)"
"783","F25014660","Ruiz Rosell, Ana Carmen",329,"LLEIDA RURAL 2-SUD",25182,"PUIGVERD DE LLEIDA",25153,"PL","MAJOR","12",3624331,"Farmàcia Ruiz Rosell, Ana Carmen","Farmàcia Ruiz Rosell, Ana Carmen","Salut|Farmàcies||",""," PL  MAJOR, 12",NA,NA,25153,"Puigverd de Lleida","Segrià",973167337,NA,NA,310935.694,4601560.736,0.73330592,41.543376385,NA,NA,"2020-03-18T07:58:00.000Z",NA,"POINT (0.73330593 41.543377)"
"784","F25015141","Pujol Blanch, Climent",169,"ALT URGELL-SUD",25077,"COLL DE NARGÓ",25793,"CT","D'ISONA","S/N",3624335,"Farmàcia Pujol Blanch, Climent","Farmàcia Pujol Blanch, Climent","Salut|Farmàcies||",""," AV SANT CLIMENT, 53",NA,NA,25793,"Coll de Nargó","Alt Urgell",973383386,NA,NA,360932.47,4670371.005,1.316250316,42.173129819,NA,NA,"2020-03-18T07:57:14.000Z",NA,"POINT (1.3162503 42.17313)"
"785","F25015624","Aiguabella Alenta, Josep",14,"BALAGUER",25240,"VALLFOGONA DE BALAGUER",25680,"CR","MAJOR","5",3624340,"Farmàcia Aiguabella Alenta, Josep","Farmàcia Aiguabella Alenta, Josep","Salut|Farmàcies||",""," CR MAJOR, 5",NA,NA,25680,"Vallfogona de Balaguer","Noguera",973432151,NA,NA,318240.373,4624586.154,0.813821106,41.752313162,NA,NA,"2020-03-18T07:58:04.000Z",NA,"POINT (0.8138211 41.75231)"
"786","F25016547","Totime Ebuera, Ernestina",245,"TÀRREGA",25217,"TÀRREGA",25300,"CR","SANT PELEGRÍ?","90",3624349,"Farmàcia Totime Ebuera, Ernestina","Farmàcia Totime Ebuera, Ernestina","Salut|Farmàcies||",""," CR SANT PELEGRI, 90",NA,NA,25300,"Tàrrega","Urgell",973311129,NA,NA,344987.261,4612978.644,1.138368352,41.653488395,NA,NA,"2020-03-18T07:57:58.000Z",NA,"POINT (1.1383684 41.65349)"
"787","F25017357","Bertran Pique, Maria Isabel",141,"LLEIDA RURAL 1-NORD",25174,"LA PORTELLA",25134,"PL","DE LA CREU","1",3624452,"Farmàcia Bertran Pique, Maria Isabel","Farmàcia Bertran Pique, Maria Isabel","Salut|Farmàcies||",""," PL  DE LA CREU, 1",NA,NA,25134,"Portella, la","Segrià",973186298,NA,NA,303707.541,4623571.576,0.639494611,41.739724785,NA,NA,"2020-03-18T07:58:00.000Z",NA,"POINT (0.6394946 41.739723)"
"788","F25017501","Bernaus Darbra, Judith",161,"PLA D'URGELL",25252,"VILA-SANA",25245,"AV","CATALUNYA","91",3624454,"Farmàcia Bernaus Darbra, Judith","Farmàcia Bernaus Darbra, Judith","Salut|Farmàcies||",""," AV  CATALUNYA, 107",NA,NA,25245,"Vila-sana","Pla d'Urgell",973711321,NA,NA,327701.818,4614277.99,0.93052738,41.66163554,NA,NA,"2020-03-18T07:58:04.000Z",NA,"POINT (0.9305274 41.661636)"
"789","F25017727","Botanch Català, Sílvia",7,"ARAN",25243,"VIELHA E MIJARAN",25530,"AV","PAS D'ARRO","54",3624456,"Farmàcia Botanch Català, Sílvia","Farmàcia Botanch Català, Sílvia","Salut|Farmàcies||",""," CR PAS D'ARRO, 54",NA,NA,25530,"Vielha e Mijaran","Val d'Aran",973642346,NA,NA,319406.838,4730121.725,0.796217507,42.702370515,NA,NA,"2020-03-18T07:57:09.000Z",NA,"POINT (0.7962175 42.70237)"
"790","F25018054","Collado Baillo, Adelaida",245,"TÀRREGA",25244,"VILAGRASSA",25330,"CR","RAMON PERELLO","1",3624459,"Farmàcia Collado Baillo, Adelaida","Farmàcia Collado Baillo, Adelaida","Salut|Farmàcies||",""," CR RAMON PERELLO, 00001",NA,NA,25330,"Vilagrassa","Urgell",973500397,NA,NA,342338.629,4612404.514,1.106727468,41.64780043,NA,NA,"2020-03-18T07:57:58.000Z",NA,"POINT (1.1067275 41.6478)"
"791","F25018167","Granell Molins, Enriqueta",14,"BALAGUER",25079,"CUBELLS",25737,"CT","DE PUIGCERDA","S/N",3624460,"Farmàcia Granell Molins, Enriqueta","Farmàcia Granell Molins, Enriqueta","Salut|Farmàcies||",""," CT C-26, S/N",NA,NA,25737,"Cubells","Noguera",973459192,NA,NA,330265.463,4635501.775,0.95524272,41.853227768,NA,NA,"2020-03-18T07:58:05.000Z",NA,"POINT (0.9552427 41.85323)"
"792","F25018311","Coll Serres, Carme",81,"BELLPUIG",25176,"PREIXANA",25263,"PL","CATALUNYA","3",3624462,"Farmàcia Coll Serres, Carme","Farmàcia Coll Serres, Carme","Salut|Farmàcies||",""," PL CATALUNYA, 3",NA,NA,25263,"Preixana","Urgell",973322296,NA,NA,336587.618,4607914.496,1.038930559,41.606223434,NA,NA,"2020-03-18T07:57:58.000Z",NA,"POINT (1.0389305 41.606224)"
"793","F25018907","Roure Campos, Yolanda",3,"ALFARRÀS/ALMENAR",25015,"ALGERRI",25130,"CT","DE BALAGUER","22",3624305,"Farmàcia Roure Campos, Yolanda","Farmàcia Roure Campos, Yolanda","Salut|Farmàcies||",""," CR VINYES DE DALT, 5",NA,NA,25170,"Torres de Segre","Segrià",973796084,NA,NA,292643.218,4600923.305,0.514406625,41.533109823,NA,NA,"2020-03-18T07:57:59.000Z",NA,"POINT (0.5144066 41.53311)"
"794","F25019234","Caballero Gobern, Francesc",233,"LA SEU D'URGELL",25140,"MONTFERRER I CASTELLBÒ",25711,"PL","DE LA TROBADA","S/N",3624468,"Farmàcia Caballero Gobern, Francesc","Farmàcia Caballero Gobern, Francesc","Salut|Farmàcies||",""," PL DE LA TROBADA, 7",NA,NA,25711,"Montferrer i Castellbò","Alt Urgell",973353806,NA,NA,370199.467,4689456.22,1.424133762,42.346542857,NA,NA,"2020-03-18T07:57:14.000Z",NA,"POINT (1.4241338 42.346542)"
"795","F25019820","Cinca Codina, Rosa",106,"CERVERA",25110,"GUISSONA",25210,"AV","GENERALITAT","45",3621444,"Farmàcia Cinca Codina, Rosa","Farmàcia Cinca Codina, Rosa","Salut|Farmàcies||",""," AV GENERALITAT, 45",NA,NA,25210,"Guissona","Segarra",973552506,NA,NA,357926.6,4627121.352,1.290322027,41.783228076,NA,NA,"2020-03-18T07:58:03.000Z",NA,"POINT (1.2903221 41.78323)"
"796","F25020110","Riu Vilalta, Maria",236,"EL SOLSONÈS",25207,"SOLSONA",25280,"CT","DE MANRESA","22",3621603,"Farmàcia Riu Vilalta, Maria","Farmàcia Riu Vilalta, Maria","Salut|Farmàcies||",""," CT DE MANRESA, 22",NA,NA,25280,"Solsona","Solsonès",973480148,NA,NA,377633.251,4650204.439,1.522603337,41.994348843,NA,NA,"2020-03-18T07:57:15.000Z",NA,"POINT (1.5226034 41.99435)"
"797","F25020173","Esteve Gatnau, Gilbert",1,"AGRAMUNT",25003,"AGRAMUNT",25310,"CR","INSTITUTS","2",3621925,"Farmàcia Esteve Gatnau, Gilbert","Farmàcia Esteve Gatnau, Gilbert","Salut|Farmàcies||",""," CR INSTITUT, 2",NA,NA,25310,"Agramunt","Urgell",973390695,NA,NA,341740.428,4627440.75,1.095554737,41.783040216,NA,NA,"2020-03-18T07:57:59.000Z",NA,"POINT (1.0955547 41.78304)"
"798","F43000018","Delgado Gardo, Maria Pilar",206,"SANT CARLES DE LA RÀPITA",43004,"ALCANAR",43530,"CR","FELIP PEDRELL","1",3624472,"Farmàcia Delgado Gardo, Maria Pilar","Farmàcia Delgado Gardo, Maria Pilar","Salut|Farmàcies||",""," CR MESTRE PEDRELL, 1",NA,NA,43530,"Alcanar","Montsià",977732291,NA,NA,286658.079,4491141.208,0.480708201,40.543572714,NA,NA,"2020-03-18T07:57:44.000Z",NA,"POINT (0.4807082 40.54357)"
"799","F43000025","Delgado Boix, Jordi",206,"SANT CARLES DE LA RÀPITA",43004,"ALCANAR",43530,"AV","GENERALITAT","17",3624473,"Farmàcia Delgado Boix, Jordi","Farmàcia Delgado Boix, Jordi","Salut|Farmàcies||",""," AV  GENERALITAT, 17",NA,NA,43530,"Alcanar","Montsià",977730105,NA,NA,286756.075,4491100.987,0.481877915,40.543235929,NA,NA,"2020-03-18T07:57:44.000Z",NA,"POINT (0.48187792 40.543236)"
"800","F43000064","Olivella Pedrola, Roser",178,"L'AMETLLA DE MAR - EL PERELLÓ",43013,"L'AMETLLA DE MAR",43860,"CR","ANDREU LLAMBRIC","22",3624477,"Farmàcia Olivella Pedrola, Roser","Farmàcia Olivella Pedrola, Roser","Salut|Farmàcies||",""," CR LLAMBRIC, 22",NA,NA,43860,"Ametlla de Mar, l'","Baix Ebre",977456132,NA,NA,314760.559,4528254.629,0.801345249,40.88442874,NA,NA,"2020-03-18T07:57:46.000Z",NA,"POINT (0.8013452 40.88443)"
"801","F43000145","Curto Gonzalvo, Mireia",246,"TERRA ALTA",43022,"BATEA",43786,"AV","TERRA ALTA","24",3624485,"Farmàcia Curto Gonzalvo, Mireia","Farmàcia Curto Gonzalvo, Mireia","Salut|Farmàcies||",""," AV TERRA ALTA, 24",NA,NA,43786,"Batea","Terra Alta",977430263,NA,NA,274265.383,4552636.346,0.312254532,41.093665188,NA,NA,"2020-03-18T07:57:42.000Z",NA,"POINT (0.31225452 41.093666)"
"802","F43000219","Escoda Llop, Oriol",239,"TARRAGONA 1",43907,"LA CANONJA",43110,"CR","RAVAL","56",3624492,"Farmàcia Escoda Llop, Oriol","Farmàcia Escoda Llop, Oriol","Salut|Farmàcies||",""," CR RAVAL, 56",NA,NA,43110,"Canonja, la","Tarragonès",977545090,NA,NA,347216.806,4553852.898,1.180040966,41.121607432,NA,NA,"2020-03-18T07:57:46.000Z",NA,"POINT (1.180041 41.12161)"
"803","F43000297","Rovira Minguella, David",162,"MONTBLANC",43054,"L'ESPLUGA DE FRANCOLÍ",43440,"PS","CAÑELLAS","15",3624498,"Farmàcia Rovira Minguella, David","Farmàcia Rovira Minguella, David","Salut|Farmàcies||",""," PS CANYELLES, 15",NA,NA,43440,"Espluga de Francolí, l'","Conca de Barberà",977870031,NA,NA,341478.905,4584457.122,1.103770663,41.396034729,NA,NA,"2020-03-18T07:57:51.000Z",NA,"POINT (1.1037706 41.396034)"
"804","F43000314","Compte Ramisa, Montserrat",118,"FALSET",43055,"FALSET",43730,"CR","MIQUEL BARCELO","16",3624500,"Farmàcia Compte Ramisa, Montserrat","Farmàcia Compte Ramisa, Montserrat","Salut|Farmàcies||",""," CR MIQUEL BARCELO, 16",NA,NA,43730,"Falset","Priorat",977830914,NA,NA,317080.679,4557053.01,0.820332523,41.144184962,NA,NA,"2020-03-18T07:57:51.000Z",NA,"POINT (0.8203325 41.144184)"
"805","F43000353","Peset Bosch, Tomas",4,"AMPOSTA",43063,"LA GALERA",43515,"CR","SANT LLORENÇ","47",3624598,"Farmàcia Peset Bosch, Tomas","Farmàcia Peset Bosch, Tomas","Salut|Farmàcies||",""," CR SANT LLORENÇ, S/N",NA,NA,43515,"Galera, la","Montsià",977718329,NA,NA,285711.301,4506708.529,0.464243759,40.683434693,NA,NA,"2020-03-18T07:57:44.000Z",NA,"POINT (0.46424377 40.683434)"
"806","F43000360","Viladrich Mayor, Neus",165,"MÓRA LA NOVA - MÓRA D'EBRE",43067,"GINESTAR",43748,"CR","ESGLESIA","6",3624599,"Farmàcia Viladrich Mayor, Neus","Farmàcia Viladrich Mayor, Neus","Salut|Farmàcies||",""," CR DE L' ESGLESIA, 00006",NA,NA,43748,"Ginestar","Ribera d'Ebre",977409047,NA,NA,301046.723,4546099.063,0.632965091,41.041822841,NA,NA,"2020-03-18T07:57:43.000Z",NA,"POINT (0.6329651 41.041824)"
"807","F43000459","Palau Torres, Pau",166,"EL MORELL",43095,"EL MORELL",43760,"CR","SANT PLACID","2",3624607,"Farmàcia Palau Torres, Pau","Farmàcia Palau Torres, Pau","Salut|Farmàcies||",""," CR SANT PLACID, 2",NA,NA,43760,"Morell, el","Tarragonès",977840659,NA,NA,349778.144,4561607.649,1.208636868,41.191905872,NA,NA,"2020-03-18T07:57:50.000Z",NA,"POINT (1.2086369 41.191906)"
"808","F43000554","Feliu Llovera, Ernest",305,"REUS 3",43123,"REUS",43202,"CR","AMPLE","38",3624616,"Farmàcia Feliu Llovera, Ernest","Farmàcia Feliu Llovera, Ernest","Salut|Farmàcies||",""," CR AMPLE, 38",NA,NA,43202,"Reus","Baix Camp",977314062,NA,NA,340897.675,4558165.68,1.103687401,41.159222265,NA,NA,"2020-03-18T07:57:54.000Z",NA,"POINT (1.1036874 41.15922)"
"809","F43000579","Ornosa Gispert, Maria Teresa",303,"REUS 1",43123,"REUS",43201,"RV","SANTA ANNA","58",3624618,"Farmàcia Ornosa Gispert, Maria Teresa","Farmàcia Ornosa Gispert, Maria Teresa","Salut|Farmàcies||",""," RV SANTA ANNA, 00080",NA,NA,43201,"Reus","Baix Camp",977303018,NA,NA,341482.881,4557842.58,1.110742291,41.156427973,NA,NA,"2020-03-18T07:57:54.000Z",NA,"POINT (1.1107423 41.15643)"
"810","F43000610","Lokhmatova, Galyna",333,"ALT CAMP OEST",43124,"LA RIBA",43450,"CR","RAVAL","S/N",3624621,"Farmàcia Lokhmatova, Galyna","Farmàcia Lokhmatova, Galyna","Salut|Farmàcies||",""," CR RAVAL, 000",NA,NA,43450,"Riba, la","Alt Camp",977860126,NA,NA,347542.12,4575737.337,1.178453759,41.318701743,NA,NA,"2020-03-18T07:57:57.000Z",NA,"POINT (1.1784538 41.318703)"
"811","F43000628","Puig Vilas, Montserrat",120,"FLIX",43125,"RIBA-ROJA D'EBRE",43790,"PL","ESGLESIA","8",3624622,"Farmàcia Puig Vilas, Montserrat","Farmàcia Puig Vilas, Montserrat","Salut|Farmàcies||",""," PL DE L' ESGLÉSIA, 8",NA,NA,43790,"Riba-roja d'Ebre","Ribera d'Ebre",977416105,NA,NA,289366.325,4569695.857,0.486019395,41.251241733,NA,NA,"2020-03-18T07:57:43.000Z",NA,"POINT (0.4860194 41.251244)"
"812","F43000755","Punsola Palau, Marc",354,"LA SELVA DEL CAMP",43145,"LA SELVA DEL CAMP",43470,"AV","PUIG I FERRATER","8A",3624633,"Farmàcia Punsola Palau, Marc","Farmàcia Punsola Palau, Marc","Salut|Farmàcies||",""," AV PUIG I FERRETER, 06",NA,NA,43470,"Selva del Camp, la","Baix Camp",977844415,NA,NA,344064.993,4564116.701,1.139902767,41.21341566,NA,NA,"2020-03-18T07:57:53.000Z",NA,"POINT (1.1399027 41.213417)"
